[06/12/2011 01:00:01] /t
[06/12/2011 01:00:03] /t
[08/12/2011 14:21:55] /i 2469
[08/12/2011 14:21:56] /i 2469
[08/12/2011 14:21:58] /i 2469
[08/12/2011 14:21:59] /i 2469
[08/12/2011 14:22:01] /i 2469
[08/12/2011 14:22:28] /i 2469
[08/12/2011 14:22:35] /i 2469
[08/12/2011 14:22:35] /i 2469
[08/12/2011 14:22:36] /i 2469
[08/12/2011 14:22:36] /i 2469
[08/12/2011 14:22:37] /i 2469
[08/12/2011 14:22:37] /i 2469
[08/12/2011 14:22:37] /i 2469
[08/12/2011 14:22:38] /i 2469
[08/12/2011 14:22:38] /i 2469
[08/12/2011 14:22:39] /i 2469
[08/12/2011 14:22:39] /i 2469
[08/12/2011 14:24:59] /i 2469
[08/12/2011 14:24:59] /i 2469
[08/12/2011 14:24:59] /i 2469
[08/12/2011 14:25:00] /i 2469
[08/12/2011 14:25:00] /i 2469
[08/12/2011 14:25:00] /i 2469
[08/12/2011 14:29:27] /r
[08/12/2011 15:31:17] /a 50
[08/12/2011 15:31:18] /a 50
[08/12/2011 15:31:27] /m infernatil
[08/12/2011 15:36:42] /r
[08/12/2011 15:36:44] /r
[08/12/2011 15:36:45] /r
[08/12/2011 15:36:53] /m metal demon
[08/12/2011 15:36:56] /m metal demon
[08/12/2011 18:07:15] /goto hyaena
[08/12/2011 18:07:18] /goto hyaena
[08/12/2011 18:07:21] /a 15
[08/12/2011 18:07:22] /a 15
[08/12/2011 18:07:44] /a 4
[08/12/2011 18:07:54] /a 4
[08/12/2011 18:07:55] /a 4
[08/12/2011 18:07:56] /a 4
[08/12/2011 18:07:57] /a 4
[08/12/2011 18:08:58] /a 4
[08/12/2011 18:08:59] /a 4
[08/12/2011 18:08:59] /a 4
[08/12/2011 18:09:00] /a 4
[08/12/2011 18:09:00] /a 4
[08/12/2011 18:09:01] /a 4
[08/12/2011 18:09:02] /a 4
[08/12/2011 18:09:02] /a 4
[08/12/2011 18:09:03] /a 4
[08/12/2011 18:09:03] /a 4
[08/12/2011 18:09:05] /a 4
[08/12/2011 18:09:05] /a 4
[08/12/2011 18:09:05] /a 4
[08/12/2011 18:09:06] /a 4
[08/12/2011 18:09:09] /a 4
[08/12/2011 18:09:13] /a 4
[08/12/2011 18:09:13] /a 4
[08/12/2011 18:09:14] /a 4
[08/12/2011 18:09:19] /a 4
[08/12/2011 18:09:19] /a 4
[08/12/2011 18:09:20] /a 4
[08/12/2011 18:09:20] /a 4
[08/12/2011 18:09:20] /a 4
[08/12/2011 18:09:21] /a 4
[08/12/2011 18:09:21] /a 4
[08/12/2011 18:09:22] /a 4
[08/12/2011 18:09:22] /a 4
[08/12/2011 18:09:23] /a 4
[08/12/2011 18:09:23] /a 4
[08/12/2011 18:09:23] /a 4
[08/12/2011 18:09:25] /a 4
[08/12/2011 18:09:25] /a 4
[08/12/2011 18:09:26] /a 4
[08/12/2011 18:09:26] /a 4
[08/12/2011 18:09:27] /a 4
[08/12/2011 18:11:11] /a 4
[08/12/2011 18:11:12] /a 4
[08/12/2011 18:11:12] /a 4
[08/12/2011 18:11:13] /a 4
[08/12/2011 18:11:15] /a 4
[08/12/2011 18:11:15] /a 4
[08/12/2011 18:11:16] /a 4
[08/12/2011 18:11:16] /a 4
[08/12/2011 18:11:17] /a 4
[08/12/2011 18:11:17] /a 4
[08/12/2011 18:11:24] /a 7
[08/12/2011 18:11:24] /a 7
[08/12/2011 18:11:25] /a 7
[08/12/2011 18:11:41] /goto hyaena
[08/12/2011 18:11:43] /a 7
[08/12/2011 18:11:43] /a 7
[08/12/2011 18:11:44] /a 7
[08/12/2011 18:11:44] /a 7
[08/12/2011 18:11:44] /a 7
[08/12/2011 18:11:44] /a 7
[08/12/2011 18:11:45] /a 7
[08/12/2011 18:11:46] /up
[08/12/2011 18:13:57] /i 2059
[08/12/2011 18:14:04] /attr uniqueid 2059
[08/12/2011 18:14:39] /i 1551
[08/12/2011 18:14:44] /attr uniqueid 1551
[08/12/2011 18:17:56] /goto desert plague
[08/12/2011 18:18:00] /a 4
[08/12/2011 18:18:20] /a 7
[08/12/2011 18:18:27] /a 7
[08/12/2011 18:18:28] /a 7
[08/12/2011 18:18:28] /a 7
[08/12/2011 18:18:44] /r
[08/12/2011 18:18:45] /r
[08/12/2011 18:18:52] /r
[08/12/2011 18:18:53] /r
[08/12/2011 18:19:25] /i 1304
[08/12/2011 18:19:26] /i 1304
[08/12/2011 18:19:27] /i 1304
[08/12/2011 18:19:33] /a 4
[08/12/2011 18:19:35] /a 2
[08/12/2011 18:19:39] /r
[08/12/2011 18:19:44] /i 469
[08/12/2011 18:19:47] /r
[08/12/2011 18:19:49] /a
[08/12/2011 18:19:52] /i 966
[08/12/2011 18:19:54] /r
[08/12/2011 18:19:56] /a 2
[08/12/2011 18:19:58] /r
[08/12/2011 18:20:05] /i 1304
[08/12/2011 18:20:09] /goto desert plague
[08/12/2011 18:20:13] /a 4
[08/12/2011 18:20:25] /goto undead dragon
[08/12/2011 18:20:27] /a 7
[08/12/2011 18:20:27] /a 7
[08/12/2011 18:20:34] /goto desert plague
[08/12/2011 18:20:44] /a 2
[08/12/2011 18:20:45] /r
[08/12/2011 18:20:46] /r
[08/12/2011 18:21:40] /goto desert plague
[08/12/2011 18:21:44] /a 7
[08/12/2011 18:21:47] /a 2
[08/12/2011 18:21:55] /goto undead dragon
[08/12/2011 18:21:56] /a 7
[08/12/2011 18:21:56] /a 7
[08/12/2011 18:21:57] /a 7
[08/12/2011 18:22:05] /goto desert plague
[08/12/2011 18:31:50] /i backpack
[08/12/2011 18:31:53] /i magic wall rune
[08/12/2011 18:32:30] /i ultimate healing rune
[08/12/2011 18:33:34] /m demon
[08/12/2011 18:36:14] /i 10020
[08/12/2011 18:37:04] /i 8301
[08/12/2011 18:42:03] /attr uniqueid 8268
[08/12/2011 18:42:24] /t
[08/12/2011 20:37:24] /c bl~
[08/12/2011 20:37:33] /addskill black magician, level
[08/12/2011 20:37:33] /addskill black magician, level
[08/12/2011 20:37:33] /addskill black magician, level
[08/12/2011 20:37:33] /addskill black magician, level
[08/12/2011 20:37:33] /addskill black magician, level
[08/12/2011 20:37:33] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:34] /addskill black magician, level
[08/12/2011 20:37:35] /addskill black magician, level
[08/12/2011 20:37:35] /addskill black magician, level
[08/12/2011 20:37:35] /addskill black magician, level
[08/12/2011 20:37:35] /addskill black magician, level
[08/12/2011 20:37:35] /addskill black magician, level
[08/12/2011 20:37:35] /addskill black magician, level
[08/12/2011 20:37:35] /addskill black magician, level
[08/12/2011 20:37:35] /addskill black magician, level
[08/12/2011 20:37:35] /addskill black magician, level
[08/12/2011 20:37:35] /addskill black magician, level
[08/12/2011 20:37:35] /addskill black magician, level
[08/12/2011 20:37:35] /addskill black magician, level
[08/12/2011 20:37:35] /addskill black magician, level
[08/12/2011 20:37:35] /addskill black magician, level
[08/12/2011 20:37:35] /addskill black magician, level
[08/12/2011 20:37:35] /addskill black magician, level
[08/12/2011 20:37:35] /addskill black magician, level
[08/12/2011 20:39:45] /goto hyaena
[08/12/2011 20:39:47] /goto hyaena
[08/12/2011 20:39:48] /goto hyaena
[08/12/2011 20:39:50] /a 7
[08/12/2011 20:39:50] /a 7
[08/12/2011 20:39:50] /a 7
[08/12/2011 20:39:51] /a 7
[08/12/2011 20:39:52] /a 7
[08/12/2011 20:39:53] /up
[08/12/2011 20:39:56] /c bl~
[08/12/2011 20:40:13] /attr uniqueid 8268
[08/12/2011 20:59:39] /t
[08/12/2011 21:07:37] /newtype azerus
[08/12/2011 21:07:42] /m azerus
[08/12/2011 21:14:06] /goto banshiria
[08/12/2011 21:16:02] /t
[08/12/2011 21:16:11] /i 2469
[08/12/2011 21:16:16] /i 2469
[08/12/2011 21:16:20] /i 2469
[08/12/2011 21:16:43] /i 2469
[08/12/2011 21:16:54] /i 2469
[08/12/2011 21:17:15] /i 2469
[08/12/2011 21:17:16] /i 2469
[08/12/2011 21:18:07] /c bl~
[08/12/2011 21:19:05] /i 2469
[08/12/2011 22:09:59] /addpremium menaliz, 1
[08/12/2011 22:10:11] /c mena~
[08/12/2011 22:10:27] /r
[08/12/2011 22:10:43] /addpremium menaliz, 1
[08/12/2011 22:11:06] /delpremium menaliz, 2
[08/12/2011 22:15:17] /i 966
[08/12/2011 22:15:18] /i 966
[08/12/2011 22:15:18] /i 966
[08/12/2011 22:15:19] /i 966
[08/12/2011 22:15:20] /i 966
[08/12/2011 22:15:22] /i 966
[08/12/2011 22:15:23] /i 966
[08/12/2011 22:15:25] /i 966
[08/12/2011 22:15:31] /r
[08/12/2011 22:15:35] /r
[08/12/2011 22:15:37] /r
[08/12/2011 22:15:38] /r
[08/12/2011 22:15:44] /a
[08/12/2011 22:15:45] /i 966
[08/12/2011 22:20:23] /a 7
[08/12/2011 22:20:23] /a 7
[08/12/2011 22:20:25] /a 7
[08/12/2011 22:20:25] /a 7
[08/12/2011 22:20:26] /a 7
[08/12/2011 22:20:29] /a 7
[08/12/2011 22:21:04] /r
[08/12/2011 22:21:05] /r
[08/12/2011 22:21:06] /r
[08/12/2011 22:21:08] /clean
[08/12/2011 22:42:19] /goto bear
[08/12/2011 22:42:27] /i 2160
[09/12/2011 00:04:38] /a 7
[09/12/2011 00:04:38] /a 7
[09/12/2011 00:04:39] /a 7
[09/12/2011 00:04:39] /a 7
[09/12/2011 00:04:40] /a 7
[09/12/2011 00:05:08] /a 2
[09/12/2011 00:05:27] /a
[09/12/2011 00:06:30] /b Um lord vampiro não pode ser morto por apenas dois miseros juggernauts.
[09/12/2011 00:07:44] /a
[09/12/2011 00:07:54] /a 4
[09/12/2011 00:07:57] /a 2
[09/12/2011 00:07:58] /a 2
[09/12/2011 00:08:01] /a 
[09/12/2011 00:08:45] /a 4
[09/12/2011 00:08:50] /a
[09/12/2011 00:10:19] /r
[09/12/2011 00:10:22] /r
[09/12/2011 00:10:28] /r
[09/12/2011 00:10:28] /r
[09/12/2011 00:10:28] /r
[09/12/2011 00:10:29] /r
[09/12/2011 00:10:29] /r
[09/12/2011 00:10:29] /r
[09/12/2011 00:10:29] /r
[09/12/2011 00:10:29] /r
[09/12/2011 00:10:29] /r
[09/12/2011 00:10:30] /r
[09/12/2011 00:10:30] /r
[09/12/2011 00:10:32] /r
[09/12/2011 00:10:32] /r
[09/12/2011 00:10:32] /r
[09/12/2011 00:10:32] /r
[09/12/2011 00:10:33] /r
[09/12/2011 00:10:33] /r
[09/12/2011 00:10:33] /r
[09/12/2011 00:10:33] /r
[09/12/2011 00:10:54] /a
[09/12/2011 00:12:15] /a
[09/12/2011 00:12:19] /a 4
[09/12/2011 00:12:21] /a 4
[09/12/2011 00:13:34] /a 5
[09/12/2011 00:13:40] /a
[09/12/2011 00:13:45] /a 5
[09/12/2011 00:14:43] /r
[09/12/2011 00:14:45] /r
[09/12/2011 00:14:48] /r
[09/12/2011 00:17:10] /a 4
[09/12/2011 00:17:25] /a 4
[09/12/2011 00:17:51] /a 5
[09/12/2011 00:17:53] /a 5
[09/12/2011 00:17:54] /a 5
[09/12/2011 00:17:54] /a 5
[09/12/2011 00:17:57] /a 5
[09/12/2011 00:17:58] /a 5
[09/12/2011 00:17:59] /a 5
[09/12/2011 00:18:02] /a 5
[09/12/2011 00:18:04] /a 5
[09/12/2011 00:18:06] /a 5
[09/12/2011 00:18:07] /a 5
[09/12/2011 00:18:08] /a 5
[09/12/2011 00:18:09] /a 5
[09/12/2011 00:18:22] /a 4
[09/12/2011 00:18:41] /r
[09/12/2011 00:18:51] /a 4
[09/12/2011 00:19:00] /a 3
[09/12/2011 00:19:14] /r
[09/12/2011 00:19:16] /a
[09/12/2011 00:19:17] /r
[09/12/2011 00:19:20] /r
[09/12/2011 00:19:20] /a
[09/12/2011 00:19:21] /r
[09/12/2011 00:19:22] /a
[09/12/2011 00:19:23] /r
[09/12/2011 00:19:27] /a 4
[09/12/2011 00:19:28] /r
[09/12/2011 00:19:30] /r
[09/12/2011 00:19:32] /a 5
[09/12/2011 00:19:34] /r
[09/12/2011 00:19:36] /a
[09/12/2011 00:19:38] /r
[09/12/2011 00:19:39] /r
[09/12/2011 00:19:40] /a
[09/12/2011 00:19:42] /i 966
[09/12/2011 00:19:43] /a
[09/12/2011 00:19:44] /i 966
[09/12/2011 00:19:45] /a
[09/12/2011 00:19:58] /a
[09/12/2011 00:19:59] /a
[09/12/2011 00:20:01] /i 966
[09/12/2011 00:20:02] /a
[09/12/2011 00:20:03] /i 966
[09/12/2011 00:20:05] /a 2
[09/12/2011 00:20:20] /a 5
[09/12/2011 00:20:26] /a 4
[09/12/2011 00:24:15] /m darkness
[09/12/2011 00:24:28] /s darkness
[09/12/2011 00:24:32] /s monk
[09/12/2011 00:24:37] /m monk
[09/12/2011 00:24:45] /r
[09/12/2011 00:24:47] /r
[09/12/2011 00:24:52] /r
[09/12/2011 00:24:53] /r
[09/12/2011 00:24:53] /r
[09/12/2011 00:24:53] /r
[09/12/2011 00:24:53] /r
[09/12/2011 00:24:53] /r
[09/12/2011 00:24:54] /r
[09/12/2011 00:24:54] /r
[09/12/2011 00:24:54] /r
[09/12/2011 00:24:54] /r
[09/12/2011 00:24:54] /r
[09/12/2011 00:24:55] /r
[09/12/2011 00:24:56] /r
[09/12/2011 00:24:56] /r
[09/12/2011 00:24:57] /r
[09/12/2011 00:24:57] /r
[09/12/2011 00:24:57] /r
[09/12/2011 00:24:57] /r
[09/12/2011 00:24:57] /r
[09/12/2011 00:24:58] /r
[09/12/2011 00:24:58] /r
[09/12/2011 00:24:58] /r
[09/12/2011 00:24:58] /r
[09/12/2011 00:24:58] /r
[09/12/2011 00:24:58] /r
[09/12/2011 00:24:58] /r
[09/12/2011 00:24:58] /r
[09/12/2011 00:24:58] /r
[09/12/2011 00:24:58] /r
[09/12/2011 00:24:58] /r
[09/12/2011 00:24:58] /r
[09/12/2011 00:24:58] /r
[09/12/2011 00:24:58] /r
[09/12/2011 00:24:58] /r
[09/12/2011 00:24:58] /r
[09/12/2011 00:24:58] /r
[09/12/2011 00:24:59] /r
[09/12/2011 00:24:59] /r
[09/12/2011 00:24:59] /r
[09/12/2011 00:24:59] /r
[09/12/2011 00:24:59] /r
[09/12/2011 00:24:59] /r
[09/12/2011 00:24:59] /r
[09/12/2011 00:24:59] /r
[09/12/2011 00:24:59] /r
[09/12/2011 00:24:59] /r
[09/12/2011 00:25:29] /m draculian
[09/12/2011 00:26:23] /i sudden death rune
[09/12/2011 00:27:49] /t
[09/12/2011 00:29:26] /r
[09/12/2011 00:29:29] /r
[09/12/2011 00:29:30] /r
[09/12/2011 00:29:32] /r
[09/12/2011 00:29:33] /r
[09/12/2011 00:29:35] /r
[09/12/2011 00:29:37] /r
[09/12/2011 12:39:49] /addskill paladino, level
[09/12/2011 12:39:49] /addskill paladino, level
[09/12/2011 12:39:50] /addskill paladino, level
[09/12/2011 12:39:50] /addskill paladino, level
[09/12/2011 12:39:50] /addskill paladino, level
[09/12/2011 12:39:51] /addskill paladino, level
[09/12/2011 12:39:51] /addskill paladino, level
[09/12/2011 12:39:51] /addskill paladino, level
[09/12/2011 12:39:51] /addskill paladino, level
[09/12/2011 12:39:51] /addskill paladino, level
[09/12/2011 12:39:52] /addskill paladino, level
[09/12/2011 12:39:52] /addskill paladino, level
[09/12/2011 12:39:52] /addskill paladino, level
[09/12/2011 12:39:52] /addskill paladino, level
[09/12/2011 12:39:52] /addskill paladino, level
[09/12/2011 12:39:52] /addskill paladino, level
[09/12/2011 12:39:52] /addskill paladino, level
[09/12/2011 12:39:52] /addskill paladino, level
[09/12/2011 12:39:52] /addskill paladino, level
[09/12/2011 12:39:52] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:53] /addskill paladino, level
[09/12/2011 12:39:54] /addskill paladino, level
[09/12/2011 12:39:54] /addskill paladino, level
[09/12/2011 12:39:54] /addskill paladino, level
[09/12/2011 12:39:54] /addskill paladino, level
[09/12/2011 12:39:54] /addskill paladino, level
[09/12/2011 12:39:54] /addskill paladino, level
[09/12/2011 12:39:54] /addskill paladino, level
[09/12/2011 12:39:54] /addskill paladino, level
[09/12/2011 12:39:54] /addskill paladino, level
[09/12/2011 12:39:54] /addskill paladino, level
[09/12/2011 12:39:54] /addskill paladino, level
[09/12/2011 12:40:12] /up
[09/12/2011 12:40:12] /up
[09/12/2011 12:40:26] /goto trainer
[09/12/2011 12:40:30] /goto saco de pancada
[09/12/2011 12:40:32] /c pala~
[09/12/2011 12:40:34] /a 4
[09/12/2011 12:40:34] /c pala~
[09/12/2011 12:42:26] /r
[09/12/2011 12:52:00] /addskill paladino, magic
[09/12/2011 12:52:01] /addskill paladino, magic
[09/12/2011 12:52:01] /addskill paladino, magic
[09/12/2011 12:52:01] /addskill paladino, magic
[09/12/2011 12:52:02] /addskill paladino, magic
[09/12/2011 12:52:02] /addskill paladino, magic
[09/12/2011 12:52:10] /addskill paladino, magic
[09/12/2011 13:11:09] /t
[09/12/2011 13:11:14] /m trainer
[09/12/2011 13:11:15] /c p~
[09/12/2011 13:13:07] /m monk
[09/12/2011 13:15:16] /m trainer
[09/12/2011 15:17:45] /i 5792
[09/12/2011 15:17:49] /i backpack
[09/12/2011 15:17:50] /i 5792
[09/12/2011 15:17:57] /i 5792
[09/12/2011 15:18:01] /i 5792
[09/12/2011 15:18:01] /i 5792
[09/12/2011 15:18:01] /i 5792
[09/12/2011 15:18:02] /i 5792
[09/12/2011 15:18:02] /i 5792
[09/12/2011 15:18:03] /i 5792
[09/12/2011 15:18:03] /i 5792
[09/12/2011 15:18:03] /i 5792
[09/12/2011 15:18:03] /i 5792
[09/12/2011 15:18:03] /i 5792
[09/12/2011 15:18:04] /i 5792
[09/12/2011 15:18:04] /i 5792
[09/12/2011 15:18:04] /i 5792
[09/12/2011 15:18:04] /i 5792
[09/12/2011 15:40:07] /c p~
[09/12/2011 15:40:08] /r
[09/12/2011 15:41:10] /goto b~
[09/12/2011 15:41:18] /addskill bow test, level
[09/12/2011 15:41:18] /addskill bow test, level
[09/12/2011 15:41:18] /addskill bow test, level
[09/12/2011 15:41:18] /addskill bow test, level
[09/12/2011 15:41:18] /addskill bow test, level
[09/12/2011 15:41:18] /addskill bow test, level
[09/12/2011 15:41:18] /addskill bow test, level
[09/12/2011 15:41:18] /addskill bow test, level
[09/12/2011 15:41:18] /addskill bow test, level
[09/12/2011 15:41:18] /addskill bow test, level
[09/12/2011 15:41:18] /addskill bow test, level
[09/12/2011 15:41:18] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:19] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:20] /addskill bow test, level
[09/12/2011 15:41:21] /addskill bow test, level
[09/12/2011 15:41:21] /addskill bow test, level
[09/12/2011 15:41:21] /addskill bow test, level
[09/12/2011 15:41:21] /addskill bow test, level
[09/12/2011 15:41:29] /addskill bow test, magic
[09/12/2011 15:41:29] /addskill bow test, magic
[09/12/2011 15:41:29] /addskill bow test, magic
[09/12/2011 15:41:29] /addskill bow test, magic
[09/12/2011 15:41:29] /addskill bow test, magic
[09/12/2011 15:41:30] /addskill bow test, magic
[09/12/2011 15:41:30] /addskill bow test, magic
[09/12/2011 15:41:30] /addskill bow test, magic
[09/12/2011 15:41:30] /addskill bow test, magic
[09/12/2011 15:41:30] /addskill bow test, magic
[09/12/2011 15:41:30] /addskill bow test, magic
[09/12/2011 15:41:30] /addskill bow test, magic
[09/12/2011 15:41:30] /addskill bow test, magic
[09/12/2011 15:41:30] /addskill bow test, magic
[09/12/2011 15:41:30] /addskill bow test, magic
[09/12/2011 15:41:30] /addskill bow test, magic
[09/12/2011 15:56:27] /goto bow~
[09/12/2011 15:56:30] /r
[09/12/2011 15:57:15] /c lo~
[09/12/2011 15:57:23] /addskill louiz, magic
[09/12/2011 15:57:24] /addskill louiz, magic
[09/12/2011 15:57:24] /addskill louiz, magic
[09/12/2011 15:57:24] /addskill louiz, magic
[09/12/2011 15:57:24] /addskill louiz, magic
[09/12/2011 15:57:24] /addskill louiz, magic
[09/12/2011 15:57:24] /addskill louiz, magic
[09/12/2011 15:57:24] /addskill louiz, magic
[09/12/2011 15:57:24] /addskill louiz, magic
[09/12/2011 15:57:24] /addskill louiz, magic
[09/12/2011 15:57:24] /addskill louiz, magic
[09/12/2011 15:57:24] /addskill louiz, magic
[09/12/2011 15:57:24] /addskill louiz, magic
[09/12/2011 15:57:24] /addskill louiz, magic
[09/12/2011 15:57:29] /addskill louiz, leve
[09/12/2011 15:57:30] /addskill louiz, leve
[09/12/2011 15:57:30] /addskill louiz, leve
[09/12/2011 15:57:30] /addskill louiz, leve
[09/12/2011 15:57:30] /addskill louiz, leve
[09/12/2011 15:57:30] /addskill louiz, leve
[09/12/2011 15:57:30] /addskill louiz, leve
[09/12/2011 15:57:30] /addskill louiz, leve
[09/12/2011 15:57:30] /addskill louiz, leve
[09/12/2011 15:57:30] /addskill louiz, leve
[09/12/2011 15:57:30] /addskill louiz, leve
[09/12/2011 15:57:30] /addskill louiz, leve
[09/12/2011 15:57:30] /addskill louiz, leve
[09/12/2011 15:57:30] /addskill louiz, leve
[09/12/2011 15:57:30] /addskill louiz, leve
[09/12/2011 15:57:30] /addskill louiz, leve
[09/12/2011 15:57:30] /addskill louiz, leve
[09/12/2011 15:57:30] /addskill louiz, leve
[09/12/2011 15:57:30] /addskill louiz, leve
[09/12/2011 15:57:33] /addskill louiz, level
[09/12/2011 15:57:34] /addskill louiz, level
[09/12/2011 15:57:34] /addskill louiz, level
[09/12/2011 15:57:34] /addskill louiz, level
[09/12/2011 15:57:34] /addskill louiz, level
[09/12/2011 15:57:34] /addskill louiz, level
[09/12/2011 15:57:34] /addskill louiz, level
[09/12/2011 15:57:34] /addskill louiz, level
[09/12/2011 15:57:34] /addskill louiz, level
[09/12/2011 15:57:34] /addskill louiz, level
[09/12/2011 15:57:34] /addskill louiz, level
[09/12/2011 15:57:34] /addskill louiz, level
[09/12/2011 15:57:34] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:35] /addskill louiz, level
[09/12/2011 15:57:36] /addskill louiz, level
[09/12/2011 15:57:36] /addskill louiz, level
[09/12/2011 15:57:36] /addskill louiz, level
[09/12/2011 15:57:36] /addskill louiz, level
[09/12/2011 15:57:36] /addskill louiz, level
[09/12/2011 15:57:36] /addskill louiz, level
[09/12/2011 15:57:36] /addskill louiz, level
[09/12/2011 15:57:36] /addskill louiz, level
[09/12/2011 15:57:36] /addskill louiz, level
[09/12/2011 15:57:36] /addskill louiz, level
[09/12/2011 15:57:36] /addskill louiz, level
[09/12/2011 15:57:36] /addskill louiz, level
[09/12/2011 15:57:36] /addskill louiz, level
[09/12/2011 15:57:36] /addskill louiz, level
[09/12/2011 15:57:36] /addskill louiz, level
[09/12/2011 15:57:36] /addskill louiz, level
[09/12/2011 15:57:36] /addskill louiz, level
